game,gameType,number,cardId,md_intensity,json_intensity,md_text,json_text,heatMin,heatMax,relationStage,targetMode,responseMode,interactionType,consentMode,matchRequired,boundaryTags,fallbackPolicy,signalEffects,postAction,schemaVersion,status,exception
真心话,truth,28,PN-TRUTH-028,3,3,如果今晚有一位异性主动来找你继续聊天，你最希望是谁？如果 TA 现在过来，你最想先聊什么？,如果今晚有一位异性主动来找你继续聊天，你最希望是谁？如果 TA 现在过来，你最想先聊什么？,3,4,signal,choose-opposite-sex,public,expression,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
真心话,truth,29,PN-TRUTH-029,3,3,哪位异性的夸奖最可能让你真的开心？为什么？,哪位异性的夸奖最可能让你真的开心？为什么？,3,4,signal,choose-opposite-sex,public,expression,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
真心话,truth,30,PN-TRUTH-030,3,3,在场异性里，谁最符合你喜欢的“聊天节奏”？具体说说这个节奏是什么感觉。,在场异性里，谁最符合你喜欢的“聊天节奏”？具体说说这个节奏是什么感觉。,3,4,signal,choose-opposite-sex,public,expression,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
真心话,truth,31,PN-TRUTH-031,4,4,如果今晚结束后只有一位异性约你改天喝咖啡，你最希望是谁？说出一个让你愿意赴约的原因。,如果今晚结束后只有一位异性约你改天喝咖啡，你最希望是谁？说出一个让你愿意赴约的原因。,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,32,PN-TRUTH-032,4,4,在场异性里，谁坐到你旁边继续玩，你会最开心？说出 TA 哪一点让你相处起来比较舒服。,在场异性里，谁坐到你旁边继续玩，你会最开心？说出 TA 哪一点让你相处起来比较舒服。,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,33,PN-TRUTH-033,4,4,今晚有没有一位异性让你怀疑过：“TA刚才是不是也在注意我？”如果有，是谁？,今晚有没有一位异性让你怀疑过：“TA刚才是不是也在注意我？”如果有，是谁？,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,34,PN-TRUTH-034,4,4,在场异性里，你现在最想知道谁到底是怎么看你的？先说一句你最担心 TA 误会你的地方。,在场异性里，你现在最想知道谁到底是怎么看你的？先说一句你最担心 TA 误会你的地方。,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,35,PN-TRUTH-035,4,4,选一位异性，说一个 TA 今晚让你觉得特别有吸引力的瞬间。,选一位异性，说一个 TA 今晚让你觉得特别有吸引力的瞬间。,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,36,PN-TRUTH-036,4,4,如果有一位异性今晚对你说“下次还想跟你一起玩”，你最希望这句话是谁说？为什么是 TA？,如果有一位异性今晚对你说“下次还想跟你一起玩”，你最希望这句话是谁说？为什么是 TA？,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,37,PN-TRUTH-037,4,4,在场异性里，谁如果主动约你单独吃饭，你最可能答应？如果真去，你更想选什么样的地方？,在场异性里，谁如果主动约你单独吃饭，你最可能答应？如果真去，你更想选什么样的地方？,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,38,PN-TRUTH-038,4,4,选一位异性，说出一个让你愿意在今晚之后继续了解 TA 的理由。,选一位异性，说出一个让你愿意在今晚之后继续了解 TA 的理由。,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,39,PN-TRUTH-039,4,4,如果今晚只能和一位异性留下新的联系，你现在最想选谁？你真正还想继续了解 TA 的是什么？,如果今晚只能和一位异性留下新的联系，你现在最想选谁？你真正还想继续了解 TA 的是什么？,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,40,PN-TRUTH-040,4,4,选一位异性：如果你必须告诉 TA 一句“其实刚才我有注意到你……”，后半句你会怎么说？,选一位异性：如果你必须告诉 TA 一句“其实刚才我有注意到你……”，后半句你会怎么说？,4,4,flirt,choose-opposite-sex,public,expression,skip-anytime,False,relationship-sensitive,skip-card,personal,none,2.3,PASS,
真心话,truth,41,PN-TRUTH-041,5,5,MATCH题｜两人轮流回答：你是从今晚哪个瞬间开始，对 TA 的注意明显变多的？,MATCH题｜两人轮流回答：你是从今晚哪个瞬间开始，对 TA 的注意明显变多的？,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,42,PN-TRUTH-042,5,5,MATCH题｜两人轮流回答：现在的 TA 和你第一眼看到的 TA，哪个地方变化最大？,MATCH题｜两人轮流回答：现在的 TA 和你第一眼看到的 TA，哪个地方变化最大？,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,43,PN-TRUTH-043,5,5,MATCH题｜两人轮流回答：如果决定要不要再单独见一次，你现在最想先了解 TA 哪件事？,MATCH题｜两人轮流回答：如果决定要不要再单独见一次，你现在最想先了解 TA 哪件事？,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,44,PN-TRUTH-044,5,5,MATCH题｜两人轮流回答：TA 今晚做过什么，让你觉得和 TA 相处比较舒服？,MATCH题｜两人轮流回答：TA 今晚做过什么，让你觉得和 TA 相处比较舒服？,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,45,PN-TRUTH-045,5,5,MATCH题｜两人轮流回答：如果下次真的单独见面，你比较想去喝咖啡、吃饭、散步还是喝一杯？说说为什么。,MATCH题｜两人轮流回答：如果下次真的单独见面，你比较想去喝咖啡、吃饭、散步还是喝一杯？说说为什么。,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,46,PN-TRUTH-046,5,5,MATCH题｜两人轮流回答：如果以后继续认识，你最希望 TA 慢慢发现你性格里的哪一面？,MATCH题｜两人轮流回答：如果以后继续认识，你最希望 TA 慢慢发现你性格里的哪一面？,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,47,PN-TRUTH-047,5,5,MATCH题｜两人轮流回答：说一个你今晚其实想问 TA、但之前一直没好意思直接问的问题。,MATCH题｜两人轮流回答：说一个你今晚其实想问 TA、但之前一直没好意思直接问的问题。,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,48,PN-TRUTH-048,5,5,MATCH题｜两人轮流回答：什么样的信号会让你确定“TA是真的还想继续了解我”？,MATCH题｜两人轮流回答：什么样的信号会让你确定“TA是真的还想继续了解我”？,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,49,PN-TRUTH-049,5,5,MATCH题｜两人轮流回答：补完一句“如果还有下一次，我希望我们可以……”。,MATCH题｜两人轮流回答：补完一句“如果还有下一次，我希望我们可以……”。,4,4,continue,match-pair,public,expression,skip-anytime,True,relationship-sensitive,skip-card,,none,2.3,PASS,
真心话,truth,50,PN-TRUTH-050,5,5,MATCH终局复核：今晚之后，你是否仍愿意继续认识 TA？,MATCH终局复核：今晚之后，你是否仍愿意继续认识 TA？,4,4,continue,match-pair,private-mutual-result,expression,private-mutual-only,True,relationship-sensitive,skip-card,one-off-mutual,show-mutual-result-only,2.3,PASS,
大冒险,dare,1,PN-DARE-001,1,1,两个人拿起手边饮料或空杯，隔空示意一下，各说一个“希望今晚是什么感觉”的词；不要求碰杯或饮用。,两个人拿起手边饮料或空杯，隔空示意一下，各说一个“希望今晚是什么感觉”的词；不要求碰杯或饮用。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,2,PN-DARE-002,1,1,TA 做一个简单手势，你立刻模仿；然后交换一次。,TA 做一个简单手势，你立刻模仿；然后交换一次。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,3,PN-DARE-003,1,1,两个人各自指向现场一个最先吸引你注意的非人物细节，比如灯光、音乐或摆设；同时揭晓。,两个人各自指向现场一个最先吸引你注意的非人物细节，比如灯光、音乐或摆设；同时揭晓。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,4,PN-DARE-004,1,1,轮流用一句话把对方介绍给全桌，只能根据刚才的聊天，不评价外貌。,轮流用一句话把对方介绍给全桌，只能根据刚才的聊天，不评价外貌。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,5,PN-DARE-005,1,1,一个人在空中画一个简单图形，另一个人10秒内猜出来。,一个人在空中画一个简单图形，另一个人10秒内猜出来。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,6,PN-DARE-006,1,1,两个人同时从“聊天 / 游戏 / 听歌”里选一个此刻最想做的，用手势或口头同时揭晓。,两个人同时从“聊天 / 游戏 / 听歌”里选一个此刻最想做的，用手势或口头同时揭晓。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,7,PN-DARE-007,1,1,一个人设计一个3秒动作，另一个人马上跟着完成。,一个人设计一个3秒动作，另一个人马上跟着完成。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,8,PN-DARE-008,1,1,两个人同时做一个“今晚最符合自己心情”的表情，然后互相看一眼。,两个人同时做一个“今晚最符合自己心情”的表情，然后互相看一眼。,1,2,notice,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,9,PN-DARE-009,2,2,面对对方，各说一句不涉及外貌的轻松夸奖，可以夸聊天、反应、幽默或气氛感。,面对对方，各说一句不涉及外貌的轻松夸奖，可以夸聊天、反应、幽默或气氛感。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,10,PN-DARE-010,2,2,一个人连续做3个简单动作，另一个人按原顺序完整复制。,一个人连续做3个简单动作，另一个人按原顺序完整复制。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,11,PN-DARE-011,2,2,两个人一起想一个今晚专属的两词小口号，下一轮开始时一起说出来。,两个人一起想一个今晚专属的两词小口号，下一轮开始时一起说出来。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,12,PN-DARE-012,2,2,面对面站好，一人慢慢做一个动作，另一人像镜子一样同步完成5秒。,面对面站好，一人慢慢做一个动作，另一人像镜子一样同步完成5秒。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,13,PN-DARE-013,2,2,两个人各自用一句话推荐一个适合聚会结束后继续做的轻松活动，不要求真的去。,两个人各自用一句话推荐一个适合聚会结束后继续做的轻松活动，不要求真的去。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,14,PN-DARE-014,2,2,一个人用表情演“开心 / 紧张 / 心动”中的一个，另一个人猜。,一个人用表情演“开心 / 紧张 / 心动”中的一个，另一个人猜。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,15,PN-DARE-015,2,2,两个人一起观察现场10秒，各自说一个“最像今晚气氛”的词，看会不会撞答案。,两个人一起观察现场10秒，各自说一个“最像今晚气氛”的词，看会不会撞答案。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,16,PN-DARE-016,2,2,交换位置坐一轮，模仿一下刚才对方最典型的动作。,交换位置坐一轮，模仿一下刚才对方最典型的动作。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,17,PN-DARE-017,2,2,对方指定一个简单姿势，你完成；然后交换。,对方指定一个简单姿势，你完成；然后交换。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,18,PN-DARE-018,2,2,两个人各选现场一个你觉得最适合继续聊天的位置类型，比如吧台边、沙发区或户外；同时揭晓，不要求移动。,两个人各选现场一个你觉得最适合继续聊天的位置类型，比如吧台边、沙发区或户外；同时揭晓，不要求移动。,2,3,know,system-opposite-sex,public,action,skip-anytime,False,,skip-card,,none,2.3,PASS,
大冒险,dare,19,PN-DARE-019,3,3,选一个你愿意搭档的人；如果对方也愿意，下一轮坐到 TA 旁边。,选一个你愿意搭档的人；如果对方也愿意，下一轮坐到 TA 旁边。,3,4,signal,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,20,PN-DARE-020,3,3,双方都愿意的话，选一个人面对面对视5秒，中间不用故意做鬼脸。,双方都愿意的话，选一个人面对面对视5秒，中间不用故意做鬼脸。,3,4,signal,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,21,PN-DARE-021,3,3,两个人站起来，相隔一步，同时向对方做一个“请”的动作。,两个人站起来，相隔一步，同时向对方做一个“请”的动作。,3,4,signal,choose-opposite-sex,public,action,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
大冒险,dare,22,PN-DARE-022,3,3,选一个人，两个人并排站10秒，让其他人给你们想一个组合名字。,选一个人，两个人并排站10秒，让其他人给你们想一个组合名字。,3,4,signal,choose-opposite-sex,public,action,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
大冒险,dare,23,PN-DARE-023,3,3,双方都愿意的话，面对面完成5秒镜像动作，这一次只看对方的眼睛判断动作。,双方都愿意的话，面对面完成5秒镜像动作，这一次只看对方的眼睛判断动作。,3,4,signal,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,24,PN-DARE-024,3,3,选一个人；如果对方也愿意，坐到 TA 旁边一起完成下一道题，再回原位。,选一个人；如果对方也愿意，坐到 TA 旁边一起完成下一道题，再回原位。,3,4,signal,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,25,PN-DARE-025,3,3,两个人面对面同时数3、2、1，然后各向左或向右歪头，看会不会刚好同方向。,两个人面对面同时数3、2、1，然后各向左或向右歪头，看会不会刚好同方向。,3,4,signal,choose-opposite-sex,public,action,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
大冒险,dare,26,PN-DARE-026,3,3,找一个你觉得今晚比较有默契的人，一起设计一个只有你们知道的暗号动作。,找一个你觉得今晚比较有默契的人，一起设计一个只有你们知道的暗号动作。,3,4,signal,choose-opposite-sex,public,action,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
大冒险,dare,27,PN-DARE-027,3,3,两个人面对面站好，各自模仿一次对方今晚最有代表性的动作。,两个人面对面站好，各自模仿一次对方今晚最有代表性的动作。,3,4,signal,choose-opposite-sex,public,action,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
大冒险,dare,28,PN-DARE-028,3,3,选一个人，在不碰到对方的情况下完成一个“双人合照姿势”，坚持5秒。,选一个人，在不碰到对方的情况下完成一个“双人合照姿势”，坚持5秒。,3,4,signal,choose-opposite-sex,public,action,skip-anytime,False,,skip-card,personal,none,2.3,PASS,
大冒险,dare,29,PN-DARE-029,3,3,选择一个人，你们轮流向前一步，直到其中一方觉得这个聊天距离最舒服，就停在那里3秒。,选择一个人，你们轮流向前一步，直到其中一方觉得这个聊天距离最舒服，就停在那里3秒。,3,4,signal,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,30,PN-DARE-030,3,3,选一个人，两个人距离保持在双方舒服的位置，对视5秒以后同时笑一下。,选一个人，两个人距离保持在双方舒服的位置，对视5秒以后同时笑一下。,3,4,signal,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,31,PN-DARE-031,4,4,选一个人，面对面对视10秒；谁先笑不用受罚。,选一个人，面对面对视10秒；谁先笑不用受罚。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,32,PN-DARE-032,4,4,选一个人坐到你旁边，两个人肩膀之间保持自己觉得舒服的距离，一起玩两轮。,选一个人坐到你旁边，两个人肩膀之间保持自己觉得舒服的距离，一起玩两轮。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,33,PN-DARE-033,4,4,选一个人，你们面对面站好，各自向前走一步；任何人觉得够近都可以说“这里就好”。,选一个人，你们面对面站好，各自向前走一步；任何人觉得够近都可以说“这里就好”。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,34,PN-DARE-034,4,4,选一个人，在距离比较近的位置，用正常音量只对 TA 说一句今晚的悄悄话。,选一个人，在距离比较近的位置，用正常音量只对 TA 说一句今晚的悄悄话。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,35,PN-DARE-035,4,4,两个人各伸出一只手，手掌保持几厘米距离、不碰到，坚持5秒，看谁先笑。,两个人各伸出一只手，手掌保持几厘米距离、不碰到，坚持5秒，看谁先笑。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,36,PN-DARE-036,4,4,选一个人，保持眼神，说一句只针对 TA 的真诚夸奖。,选一个人，保持眼神，说一句只针对 TA 的真诚夸奖。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,37,PN-DARE-037,4,4,选一个人，两个人摆一个“别人一看就会以为你们很熟”的双人姿势，但不要求身体接触。,选一个人，两个人摆一个“别人一看就会以为你们很熟”的双人姿势，但不要求身体接触。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,38,PN-DARE-038,4,4,选一个人，在双方都同意后轻轻碰一下手背，然后马上分开。,选一个人，在双方都同意后轻轻碰一下手背，然后马上分开。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity;physical-contact,skip-card,personal,none,2.3,PASS,
大冒险,dare,39,PN-DARE-039,4,4,选一个人，两个人靠近到可以不用提高音量就听清彼此，说一句“今晚第一次注意到你的时候，我觉得……”,选一个人，两个人靠近到可以不用提高音量就听清彼此，说一句“今晚第一次注意到你的时候，我觉得……”,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity,skip-card,personal,none,2.3,PASS,
大冒险,dare,40,PN-DARE-040,4,4,选一个人，双方都愿意的话轻轻击掌，然后保持眼神3秒。,选一个人，双方都愿意的话轻轻击掌，然后保持眼神3秒。,4,4,flirt,choose-opposite-sex,public,action,mutual-current-consent,False,proximity;physical-contact,skip-card,personal,none,2.3,PASS,
